model,market_key,selection,source,bin,lower,upper,n,mean_predicted,realized_win_rate,calibration_gap
m13_joint_composite,OU1.5,over_15,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m13_joint_composite,OU1.5,over_15,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m13_joint_composite,OU1.5,over_15,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m13_joint_composite,OU1.5,over_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,2,0.1,0.2,9,0.19085234781431518,0.0,-0.19085234781431518
m13_joint_composite,OU1.5,under_15,model,3,0.2,0.3,193,0.245561219412285,0.23834196891191708,-0.007219250500367924
m13_joint_composite,OU1.5,under_15,model,4,0.3,0.4,13,0.3097554547335139,0.23076923076923078,-0.07898622396428312
m13_joint_composite,OU1.5,under_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,2,0.1,0.2,51,0.17588692718889973,0.19607843137254902,0.02019150418364929
m13_joint_composite,OU1.5,under_15,market,3,0.2,0.3,154,0.24291855455351105,0.24025974025974026,-0.002658814293770795
m13_joint_composite,OU1.5,under_15,market,4,0.3,0.4,10,0.31675878370299293,0.2,-0.11675878370299292
m13_joint_composite,OU1.5,under_15,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,under_15,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,4,0.3,0.4,2,0.3942042862217129,0.0,-0.3942042862217129
m13_joint_composite,OU2.5,ALL,model,5,0.4,0.5,377,0.4682506590333627,0.46684350132625996,-0.0014071577071027574
m13_joint_composite,OU2.5,ALL,model,6,0.5,0.6,377,0.5317491640465946,0.53315649867374,0.0014073346271454845
m13_joint_composite,OU2.5,ALL,model,7,0.6,0.7,2,0.6057944871651263,1.0,0.3942055128348737
m13_joint_composite,OU2.5,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m13_joint_composite,OU2.5,ALL,market,4,0.3,0.4,41,0.36865306278742255,0.3902439024390244,0.021590839651601856
m13_joint_composite,OU2.5,ALL,market,5,0.4,0.5,332,0.46194550362195913,0.4759036144578313,0.013958110835872173
m13_joint_composite,OU2.5,ALL,market,6,0.5,0.6,340,0.5371590964632633,0.5235294117647059,-0.01362968469855741
m13_joint_composite,OU2.5,ALL,market,7,0.6,0.7,41,0.6313469372125775,0.6097560975609756,-0.021590839651601912
m13_joint_composite,OU2.5,ALL,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m13_joint_composite,OU2.5,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,5,0.4,0.5,153,0.4723599082974626,0.45751633986928103,-0.014843568428181575
m13_joint_composite,OU2.5,over_25,model,6,0.5,0.6,224,0.5345558570213252,0.5267857142857143,-0.007770142735610941
m13_joint_composite,OU2.5,over_25,model,7,0.6,0.7,2,0.6057944871651263,1.0,0.3942055128348737
m13_joint_composite,OU2.5,over_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,market,4,0.3,0.4,1,0.34553775743707094,0.0,-0.34553775743707094
m13_joint_composite,OU2.5,over_25,market,5,0.4,0.5,108,0.4684195702664828,0.4537037037037037,-0.014715866562779067
m13_joint_composite,OU2.5,over_25,market,6,0.5,0.6,228,0.540453536781972,0.5131578947368421,-0.02729564204512991
m13_joint_composite,OU2.5,over_25,market,7,0.6,0.7,40,0.6307690545788187,0.6,-0.030769054578818733
m13_joint_composite,OU2.5,over_25,market,8,0.7,0.8,2,0.7079376625841927,0.0,-0.7079376625841927
m13_joint_composite,OU2.5,over_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,over_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,4,0.3,0.4,2,0.3942042862217129,0.0,-0.3942042862217129
m13_joint_composite,OU2.5,under_25,model,5,0.4,0.5,224,0.4654438950270801,0.4732142857142857,0.007770390687205586
m13_joint_composite,OU2.5,under_25,model,6,0.5,0.6,153,0.5276400187764001,0.5424836601307189,0.014843641354318815
m13_joint_composite,OU2.5,under_25,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,market,3,0.2,0.3,2,0.2920623374158074,1.0,0.7079376625841927
m13_joint_composite,OU2.5,under_25,market,4,0.3,0.4,40,0.3692309454211813,0.4,0.030769054578818733
m13_joint_composite,OU2.5,under_25,market,5,0.4,0.5,224,0.4588240786326357,0.48660714285714285,0.02778306422450716
m13_joint_composite,OU2.5,under_25,market,6,0.5,0.6,112,0.5304525572430345,0.5446428571428571,0.014190299899822567
m13_joint_composite,OU2.5,under_25,market,7,0.6,0.7,1,0.654462242562929,1.0,0.34553775743707105
m13_joint_composite,OU2.5,under_25,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU2.5,under_25,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,3,0.2,0.3,149,0.2708631780626474,0.2751677852348993,0.004304607172251895
m13_joint_composite,OU3.5,ALL,model,4,0.3,0.4,115,0.326797832545744,0.34782608695652173,0.021028254410777714
m13_joint_composite,OU3.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,7,0.6,0.7,115,0.6732018472260197,0.6521739130434783,-0.021027934182541452
m13_joint_composite,OU3.5,ALL,model,8,0.7,0.8,149,0.7291367223370779,0.7248322147651006,-0.004304507571977312
m13_joint_composite,OU3.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,ALL,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m13_joint_composite,OU3.5,ALL,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m13_joint_composite,OU3.5,ALL,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m13_joint_composite,OU3.5,ALL,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m13_joint_composite,OU3.5,ALL,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m13_joint_composite,OU3.5,ALL,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m13_joint_composite,OU3.5,ALL,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m13_joint_composite,OU3.5,ALL,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m13_joint_composite,OU3.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,3,0.2,0.3,149,0.2708631780626474,0.2751677852348993,0.004304607172251895
m13_joint_composite,OU3.5,over_35,model,4,0.3,0.4,115,0.326797832545744,0.34782608695652173,0.021028254410777714
m13_joint_composite,OU3.5,over_35,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m13_joint_composite,OU3.5,over_35,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m13_joint_composite,OU3.5,over_35,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m13_joint_composite,OU3.5,over_35,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m13_joint_composite,OU3.5,over_35,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,over_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,7,0.6,0.7,115,0.6732018472260197,0.6521739130434783,-0.021027934182541452
m13_joint_composite,OU3.5,under_35,model,8,0.7,0.8,149,0.7291367223370779,0.7248322147651006,-0.004304507571977312
m13_joint_composite,OU3.5,under_35,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU3.5,under_35,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m13_joint_composite,OU3.5,under_35,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m13_joint_composite,OU3.5,under_35,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m13_joint_composite,OU3.5,under_35,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m13_joint_composite,OU3.5,under_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,4,0.3,0.4,2,0.38904596691386156,0.0,-0.38904596691386156
m13_joint_composite,BTTS,ALL,model,5,0.4,0.5,176,0.4535783098137531,0.4431818181818182,-0.010396491631934901
m13_joint_composite,BTTS,ALL,model,6,0.5,0.6,176,0.5464215083545758,0.5568181818181818,0.010396673463605954
m13_joint_composite,BTTS,ALL,model,7,0.6,0.7,2,0.6109536882908515,1.0,0.3890463117091485
m13_joint_composite,BTTS,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m13_joint_composite,BTTS,ALL,market,5,0.4,0.5,142,0.4492274153643716,0.4295774647887324,-0.01964995057563923
m13_joint_composite,BTTS,ALL,market,6,0.5,0.6,144,0.5500674098490225,0.5694444444444444,0.01937703459542195
m13_joint_composite,BTTS,ALL,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m13_joint_composite,BTTS,ALL,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,5,0.4,0.5,12,0.48869936079771276,0.4166666666666667,-0.07203269413104607
m13_joint_composite,BTTS,btts_yes,model,6,0.5,0.6,164,0.5489913369332301,0.5548780487804879,0.005886711847257753
m13_joint_composite,BTTS,btts_yes,model,7,0.6,0.7,2,0.6109536882908515,1.0,0.3890463117091485
m13_joint_composite,BTTS,btts_yes,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,5,0.4,0.5,19,0.4736309497898031,0.42105263157894735,-0.052578318210855735
m13_joint_composite,BTTS,btts_yes,market,6,0.5,0.6,124,0.5541023795505282,0.5725806451612904,0.018478265610762157
m13_joint_composite,BTTS,btts_yes,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m13_joint_composite,BTTS,btts_yes,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_yes,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,4,0.3,0.4,2,0.38904596691386156,0.0,-0.38904596691386156
m13_joint_composite,BTTS,btts_no,model,5,0.4,0.5,164,0.4510084768149268,0.4451219512195122,-0.005886525595414582
m13_joint_composite,BTTS,btts_no,model,6,0.5,0.6,12,0.5113005177796343,0.5833333333333334,0.07203281555369911
m13_joint_composite,BTTS,btts_no,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m13_joint_composite,BTTS,btts_no,market,5,0.4,0.5,123,0.44545776370515855,0.43089430894308944,-0.014563454762069106
m13_joint_composite,BTTS,btts_no,market,6,0.5,0.6,20,0.5250505976996871,0.55,0.02494940230031295
m13_joint_composite,BTTS,btts_no,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,BTTS,btts_no,market,10,0.9,1.0,0,NaN,NaN,NaN
