bet_id,portfolio_run_id,match_id,kickoff_date,market_family,selection,odds_close,stake_fraction,stake_amount,pnl,experiment,model,run_uuid,market_key,capacity_bucket,won
6497,cd138387-6760-40e0-ae25-c007cba8c044,12476632,2024-08-10,BTTS_btts_yes,btts_yes,2.1,0.012586102026891421,12.330371828572469,-12.330371828572469,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,BTTS,fringe,false
6498,cd138387-6760-40e0-ae25-c007cba8c044,12476633,2024-08-10,O/U 2.5_under_25,under_25,2.1,0.0019918290125944334,1.9513581164170548,2.103564049497585,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,OU2.5,core,true
6499,cd138387-6760-40e0-ae25-c007cba8c044,12476636,2024-08-10,1X2_away,away,4.0,0.012639634145576577,12.382816257097595,-12.382816257097595,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
6500,cd138387-6760-40e0-ae25-c007cba8c044,12476636,2024-08-10,1X2_draw,draw,4.5,0.0073104038637929886,7.161867722429676,-7.161867722429676,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
6501,cd138387-6760-40e0-ae25-c007cba8c044,12476636,2024-08-10,O/U 2.5_under_25,under_25,2.05,0.001581310158983604,1.5491803733123424,1.5941066041384002,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,OU2.5,core,true
6502,cd138387-6760-40e0-ae25-c007cba8c044,12476794,2024-08-10,1X2_away,away,3.5,0.0012723123855036952,1.2464609584317283,-1.2464609584317283,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
6503,cd138387-6760-40e0-ae25-c007cba8c044,12476797,2024-08-10,1X2_away,away,2.75,0.0005041197975258347,0.49387686007607107,-0.49387686007607107,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
6504,cd138387-6760-40e0-ae25-c007cba8c044,12476797,2024-08-10,O/U 2.5_under_25,under_25,2.05,0.000364408884179718,0.35700465719813484,0.36735779225688076,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,OU2.5,core,true
6505,cd138387-6760-40e0-ae25-c007cba8c044,12476798,2024-08-10,1X2_home,home,2.63,0.004323458116076283,4.235612109498109,-4.235612109498109,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
6506,cd138387-6760-40e0-ae25-c007cba8c044,12476798,2024-08-10,O/U 2.5_over_25,over_25,1.8,0.0012887749925343886,1.2625890706560223,0.9898698313943216,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,OU2.5,core,true
6507,cd138387-6760-40e0-ae25-c007cba8c044,12476800,2024-08-10,O/U 2.5_over_25,over_25,1.8,0.00014342815122880983,0.14051391221502332,-0.14051391221502332,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,OU2.5,core,false
6508,cd138387-6760-40e0-ae25-c007cba8c044,12476629,2024-08-17,1X2_away,away,3.3,0.00382220297765112,3.5328555103179835,-3.5328555103179835,scottish_lower_joint_2426,m00_joint_baseline,2c6e859c-29e7-4ae7-aa0a-e88343ba7672,1X2,core,false
