model,match_id,selection,prob_model,prob_fair,y,spread,family,odds_close,season,match_date,logloss_model,logloss_market,split
m12_hierarchical_kappa,14035563,draw,0.2603497095559905,0.27550767753650324,0.0,-0.015157967980512721,1X2,3.7,25/26,2025-12-13,0.3015777849663388,0.3222841142913559,all
m12_hierarchical_kappa,14035563,home,0.4050583790754746,0.4108374280373237,0.0,-0.005779048961849109,1X2,2.481220885241385,25/26,2025-12-13,0.5192919943434406,0.5290531198962989,all
m12_hierarchical_kappa,14035563,btts_no,0.46736528131194727,0.4504950495049505,1.0,0.01687023180699676,BTTS,2.22,25/26,2025-12-13,0.7606441400985534,0.7974081908843547,all
m12_hierarchical_kappa,14035563,btts_yes,0.5326346584667053,0.5495049504950495,0.0,-0.016870292028344225,BTTS,1.82,25/26,2025-12-13,0.760644011245714,0.7974081908843548,all
m12_hierarchical_kappa,14035563,over_25,0.490311772147739,0.5075129385421856,0.0,-0.017201166394446576,OU2.5,1.9601940927898,25/26,2025-12-13,0.6739560581315054,0.7082870898667322,all
m12_hierarchical_kappa,14035563,under_25,0.5096881676309137,0.4924870614578144,1.0,0.017201106173099334,OU2.5,2.02,25/26,2025-12-13,0.6739561762848146,0.7082870898667322,all
m12_hierarchical_kappa,14035564,over_25,0.4635067966896819,0.5449312290239637,1.0,-0.08142443233428182,OU2.5,1.83,25/26,2025-12-13,0.7689342302440814,0.6070956775580556,all
m12_hierarchical_kappa,14035564,under_25,0.5364931344230377,0.4550687709760363,0.0,0.08142436344700138,OU2.5,2.1913702119681755,25/26,2025-12-13,0.76893408162215,0.6070956775580558,all
m12_hierarchical_kappa,14035565,away,0.459956265301107,0.3789137824747966,0.0,0.08104248282631038,1X2,2.677418229562533,25/26,2025-12-13,0.6161051525202096,0.47628537009103583,all
m12_hierarchical_kappa,14035565,draw,0.24891398674914778,0.2898601910372893,0.0,-0.04094620428814155,1X2,3.5,25/26,2025-12-13,0.28623510215061276,0.34229341429981236,all
m12_hierarchical_kappa,14035565,home,0.2911295821463257,0.33122602648791405,1.0,-0.04009644434158832,1X2,3.062895387139907,25/26,2025-12-13,1.2339868114551213,1.104954277167422,all
m12_hierarchical_kappa,14035566,away,0.21391596504120877,0.24279479389934913,0.0,-0.02887882885814036,1X2,4.097946178629318,25/26,2025-12-13,0.2406915775620591,0.2781209842075163,all
m12_hierarchical_kappa,14035566,draw,0.23484451624489097,0.24873999946273262,0.0,-0.013895483217841648,1X2,4.0,25/26,2025-12-13,0.2676762190687168,0.2860034813580707,all
m12_hierarchical_kappa,14035566,home,0.5512390074474761,0.5084652066379182,1.0,0.04277380080955795,1X2,1.9567907201159762,25/26,2025-12-13,0.5955867935582738,0.67635848935877,all
m12_hierarchical_kappa,14035566,btts_no,0.4812837780411687,0.45205479452054803,0.0,0.029228983520620644,BTTS,2.2,25/26,2025-12-13,0.6563983238534857,0.6015799870344549,all
m12_hierarchical_kappa,14035566,btts_yes,0.5187157106924072,0.547945205479452,1.0,-0.02922949478704484,BTTS,1.8150000000000002,25/26,2025-12-13,0.6563993094919801,0.6015799870344549,all
m12_hierarchical_kappa,14035566,over_25,0.5172367185286404,0.5305429607099432,1.0,-0.01330624218130283,OU2.5,1.884754992036369,25/26,2025-12-13,0.6592546397694904,0.633854342661323,all
m12_hierarchical_kappa,14035566,under_25,0.48276277020493535,0.4694570392900567,0.0,0.013305730914878633,OU2.5,2.1300000000000003,25/26,2025-12-13,0.6592536513126518,0.633854342661323,all
m12_hierarchical_kappa,14035567,away,0.3911271152408605,0.29086642033104265,1.0,0.10026069490981787,1X2,3.564056618549052,25/26,2025-12-20,0.9387226689134722,1.2348911538633103,all
m12_hierarchical_kappa,14035567,draw,0.2623189052161273,0.27646795234438437,0.0,-0.014149047128257097,1X2,3.7496729067649563,25/26,2025-12-20,0.30424366866186237,0.32361043858322297,all
m12_hierarchical_kappa,14035567,home,0.3465539250767783,0.43266562732457303,0.0,-0.08611170224779474,1X2,2.3959943314767824,25/26,2025-12-20,0.4254952666550868,0.566806426540767,all
m12_hierarchical_kappa,14035567,btts_no,0.47248485665515416,0.44810744810744807,1.0,0.024377408547706092,BTTS,2.26,25/26,2025-12-20,0.749749581969014,0.8027222357984992,all
m12_hierarchical_kappa,14035567,btts_yes,0.5275150888786118,0.5518925518925519,0.0,-0.02437746301394017,BTTS,1.835,25/26,2025-12-20,0.749749466692873,0.8027222357984992,all
m12_hierarchical_kappa,14035567,over_25,0.4833195946478125,0.48628428927680795,0.0,-0.0029646946289954568,OU2.5,2.06,25/26,2025-12-20,0.660330767086255,0.6660852585169882,all
m12_hierarchical_kappa,14035567,under_25,0.5166803508859534,0.513715710723192,1.0,0.002964640162761434,OU2.5,1.95,25/26,2025-12-20,0.6603308725019751,0.6660852585169882,all
m12_hierarchical_kappa,14035568,away,0.2603483878597984,0.33886616667233393,0.0,-0.07851777881253552,1X2,2.942678147906621,25/26,2025-12-20,0.30157599804753626,0.4137989886299801,all
m12_hierarchical_kappa,14035568,draw,0.24945436098584983,0.2590475173068757,0.0,-0.009593156321025864,1X2,3.8493866843366673,25/26,2025-12-20,0.2869548182796817,0.299818781662415,all
