model,container,form,scheme,trust,panel,window,risk_lambda,kelly_fraction,n_bets,n_slates,total_return_pct,flat_roi_pct,max_drawdown_pct,sharpe_ann,calmar,win_rate,mean_exposure
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,23.0,0.5,1495,99,64.36047572932236,9.828615222007873,-11.79950224516558,1.4085674250534495,5.454507689567307,0.36789297658862874,0.05488879533050545
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,18.0,0.5,1495,99,85.12070674675833,9.825784043240898,-14.899383693458045,1.3831064020126145,5.713035417977238,0.36789297658862874,0.06940167710436551
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,15.0,0.5,1495,99,105.17691408934509,9.823269253570995,-17.678632276708083,1.3600784523072555,5.949380723751892,0.36789297658862874,0.08248721026503922
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,12.0,0.5,1495,99,136.77006174215384,9.819650440784361,-21.714417067118553,1.326227771084777,6.2985831634071525,0.36789297658862874,0.10165257990549466
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,10.0,0.5,1495,99,169.6745321759939,9.813487696899756,-25.58862904174693,1.2923852557740372,6.630856694165834,0.36789297658862874,0.1202427038967753
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,8.0,0.5,1495,99,218.50034813417514,9.890987593751465,-31.44492784662979,1.2402371347008576,6.948667498933174,0.36789297658862874,0.14493166834539456
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,23.0,0.5,1100,99,73.1387911826737,13.654888691046144,-11.262280282916121,1.595847023070017,6.49413700825922,0.33,0.04325101091959109
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,18.0,0.5,1100,99,97.82591567376457,13.652916663902998,-14.220578765696978,1.5721461727466237,6.879179623106566,0.33,0.05468630414162277
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,15.0,0.5,1100,99,122.16250473355386,13.65449380029554,-16.873759797031607,1.5506752842780644,7.239791617458274,0.33,0.06498076462795635
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,12.0,0.5,1100,99,159.8191099862807,13.90444666144389,-20.929699224871822,1.5692637639685416,7.635996498046161,0.33,0.07752817175261616
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,10.0,0.5,1100,99,165.28665109677814,13.760218469390196,-22.81733910116457,1.5511060351125447,7.243905626504104,0.33,0.0804276111285196
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,8.0,0.5,1100,99,165.27375708515927,13.759493145539528,-22.817339101164542,1.5510237730471654,7.243340529427645,0.33,0.08042830099202125
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,23.0,0.6,1495,99,64.36047572932202,9.828615222007844,-11.79950224516558,1.4085674250534448,5.4545076895672775,0.36789297658862874,0.05488879533050544
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,18.0,0.6,1495,99,85.12070674675883,9.825784043240928,-14.899383693458123,1.3831064020126205,5.713035417977242,0.36789297658862874,0.06940167710436555
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,15.0,0.6,1495,99,105.1769140893454,9.823269253571027,-17.678632276708072,1.3600784523072589,5.949380723751913,0.36789297658862874,0.0824872102650392
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,12.0,0.6,1495,99,136.77006174215524,9.819650440784427,-21.714417067118646,1.3262277710847865,6.29858316340719,0.36789297658862874,0.10165257990549458
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,10.0,0.6,1495,99,169.67453217599254,9.813487696899717,-25.58862904174694,1.2923852557740303,6.630856694165778,0.36789297658862874,0.12024270389677526
m12_joint_hybrid_synergy,std_B_full,std,B_full,flat_1.0,F,full,8.0,0.6,1495,99,218.5003481341735,9.890987593751435,-31.44492784662986,1.2402371347008518,6.948667498933106,0.36789297658862874,0.14493166834539462
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,23.0,0.6,1100,99,73.13879118267361,13.654888691046137,-11.262280282916047,1.5958470230700157,6.494137008259255,0.33,0.043251010919591035
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,18.0,0.6,1100,99,97.82597553887378,13.652369965866034,-14.220578765697,1.5721469003897157,6.879183832858506,0.33,0.05468851640008939
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,15.0,0.6,1100,99,122.16310143903458,13.650410822789457,-16.87375979703157,1.550680722367176,7.239826980382018,0.33,0.06500039979256234
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,12.0,0.6,1100,99,161.48115989968625,13.653153234861179,-20.728893864755708,1.5192003469813342,7.790148425345769,0.33,0.0800760012389884
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,10.0,0.6,1100,99,203.56132110127896,13.887581330692313,-24.638594357603928,1.535351010823995,8.261888569891413,0.33,0.09231779838302619
m12_joint_hybrid_synergy,std_B_full,std,B_full,canonical_P1,F,full,8.0,0.6,1100,99,213.5521853217409,13.759514060532354,-27.13887115028044,1.5182129226326464,7.868867652571251,0.33,0.09651394344607402
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,P,full,23.0,0.3,1502,99,64.12010948769777,9.720449436622827,-11.866130023203974,1.4065969006925105,5.403624379836747,0.3681757656458056,0.0553350282762219
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,O,evaluation,23.0,0.3,786,50,12.82725902016766,4.713537202639915,-11.22007971054652,0.6972146655750955,1.143241345078007,0.366412213740458,0.059855431326521026
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,18.0,0.3,1502,99,84.78617427070057,9.717776981470532,-14.97849784883708,1.3811776849723805,5.660525850212898,0.3681757656458056,0.0699651567808279
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,15.0,0.3,1502,99,104.74539680176713,9.715405000873414,-17.767336594326352,1.358187720071335,5.895391030933443,0.3681757656458056,0.08315613378487546
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,12.0,0.3,1502,99,136.1753469983875,9.711994833730824,-21.814482318569254,1.3243932266973302,6.242428539432736,0.3681757656458056,0.10247546772853433
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,10.0,0.3,1502,99,168.71790283054574,9.703288821177921,-25.696891217695615,1.2898236640612974,6.565693157247043,0.3681757656458056,0.12117598126661949
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,8.0,0.3,1502,99,217.5977307122712,9.800638266311626,-31.56843327628444,1.240130870920919,6.892889767695247,0.3681757656458056,0.14584710529082728
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,P,full,23.0,0.3,1105,99,73.65245015198968,13.66846411796692,-11.24786379005321,1.6125171313870867,6.548127851363433,0.33031674208144796,0.043403208410405604
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,O,evaluation,23.0,0.3,540,50,24.869241783724362,10.926317983697396,-8.69326540485318,1.2735618767652566,2.8607480187871217,0.32222222222222224,0.04451997449689255
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,18.0,0.3,1105,99,85.00181688945962,13.699412222410965,-13.909788617936227,1.6209060808569784,6.11093519996792,0.33031674208144796,0.04857802384469074
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,15.0,0.3,1105,99,85.08457729956072,13.701302040996733,-13.916358947738635,1.621321068375451,6.113997031772934,0.33031674208144796,0.0486073979164002
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,12.0,0.3,1105,99,85.08457729956072,13.701302040996733,-13.916358947738635,1.621321068375451,6.113997031772934,0.33031674208144796,0.0486073979164002
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,10.0,0.3,1105,99,85.08457729956072,13.701302040996733,-13.916358947738635,1.621321068375451,6.113997031772934,0.33031674208144796,0.0486073979164002
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,8.0,0.3,1105,99,85.08457729956072,13.701302040996733,-13.916358947738635,1.621321068375451,6.113997031772934,0.33031674208144796,0.0486073979164002
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,23.0,0.4,1502,99,64.1201094876977,9.72044943662282,-11.86613002320395,1.4065969006925083,5.403624379836751,0.3681757656458056,0.055335028276221915
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,18.0,0.4,1502,99,84.78617427069925,9.717776981470443,-14.978497848837055,1.3811776849723654,5.660525850212819,0.3681757656458056,0.06996515678082785
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,15.0,0.4,1502,99,104.74539680176682,9.715405000873375,-17.767336594326423,1.3581877200713308,5.8953910309334026,0.3681757656458056,0.08315613378487553
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,12.0,0.4,1502,99,136.1753469983884,9.71199483373087,-21.81448231856925,1.324393226697337,6.242428539432777,0.3681757656458056,0.1024754677285343
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,10.0,0.4,1502,99,168.71790283054256,9.703288821177825,-25.696891217695605,1.2898236640612815,6.565693157246922,0.3681757656458056,0.12117598126661945
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,8.0,0.4,1502,99,217.59773071227391,9.80063826631168,-31.568433276284352,1.2401308709209269,6.892889767695354,0.3681757656458056,0.14584710529082734
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,23.0,0.4,1105,99,73.41938466789186,13.587619508990693,-11.284701632704905,1.5997378056307838,6.506098881259786,0.33031674208144796,0.04358874607069673
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,18.0,0.4,1105,99,98.28710446714955,13.598096997820688,-14.247279698140925,1.5768087139068379,6.898657606895628,0.33031674208144796,0.05508447390742965
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,15.0,0.4,1105,99,119.72052279740555,13.816039960080515,-17.117000194936566,1.6023768772348959,6.9942467391465275,0.33031674208144796,0.0629054023284816
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,12.0,0.4,1105,99,122.97365981772268,13.701302040996731,-18.41777260693007,1.5889932222247443,6.676901840532622,0.33031674208144796,0.0648098638885336
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,10.0,0.4,1105,99,122.97365981772268,13.701302040996731,-18.41777260693007,1.5889932222247443,6.676901840532622,0.33031674208144796,0.0648098638885336
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,8.0,0.4,1105,99,122.97365981772268,13.701302040996731,-18.41777260693007,1.5889932222247443,6.676901840532622,0.33031674208144796,0.0648098638885336
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,23.0,0.5,1502,99,64.12010948769935,9.720449436623007,-11.8661300232039,1.406596900692539,5.403624379836914,0.3681757656458056,0.055335028276221915
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,18.0,0.5,1502,99,84.78617427069865,9.717776981470386,-14.97849784883713,1.3811776849723576,5.660525850212751,0.3681757656458056,0.0699651567808279
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,15.0,0.5,1502,99,104.74539680176771,9.715405000873428,-17.767336594326338,1.3581877200713386,5.895391030933481,0.3681757656458056,0.08315613378487552
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,12.0,0.5,1502,99,136.17534699838822,9.711994833730857,-21.814482318569254,1.3243932266973344,6.242428539432768,0.3681757656458056,0.10247546772853429
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,10.0,0.5,1502,99,168.71790283054423,9.703288821177868,-25.696891217695566,1.2898236640612883,6.565693157246997,0.3681757656458056,0.12117598126661948
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,8.0,0.5,1502,99,217.59773071227193,9.800638266311637,-31.56843327628443,1.2401308709209216,6.892889767695273,0.3681757656458056,0.14584710529082726
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,23.0,0.5,1105,99,73.41956773090533,13.587431208608102,-11.284701632704909,1.5997410080767045,6.506115103488729,0.33031674208144796,0.04358942862643343
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,18.0,0.5,1105,99,98.22813569129762,13.585456019215354,-14.247279698140902,1.5760200101166375,6.894518657067932,0.33031674208144796,0.05511398813749181
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,15.0,0.5,1105,99,122.6901171460141,13.586716540204005,-16.903773171310448,1.5544826821382203,7.258149757608388,0.33031674208144796,0.06548843229705907
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,12.0,0.5,1105,99,160.4611859697814,13.831817735750203,-20.968533343047387,1.5728318278231563,7.6524754185054205,0.33031674208144796,0.07812181924927461
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,10.0,0.5,1105,99,166.14936264262715,13.701489868432075,-22.833669500471654,1.5564466365155512,7.276507292846433,0.33031674208144796,0.08101219603358904
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,8.0,0.5,1105,99,166.1458302712952,13.701302040996735,-22.833669500471647,1.5564244734889012,7.276352592729931,0.33031674208144796,0.081012329860667
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,23.0,0.6,1502,99,64.12010948769777,9.720449436622827,-11.866130023203974,1.4065969006925105,5.403624379836747,0.3681757656458056,0.0553350282762219
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,18.0,0.6,1502,99,84.78617427070057,9.717776981470532,-14.97849784883708,1.3811776849723805,5.660525850212898,0.3681757656458056,0.0699651567808279
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,15.0,0.6,1502,99,104.74539680176713,9.715405000873414,-17.767336594326352,1.358187720071335,5.895391030933443,0.3681757656458056,0.08315613378487546
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,12.0,0.6,1502,99,136.1753469983875,9.711994833730824,-21.814482318569254,1.3243932266973302,6.242428539432736,0.3681757656458056,0.10247546772853433
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,10.0,0.6,1502,99,168.71790283054574,9.703288821177921,-25.696891217695615,1.2898236640612974,6.565693157247043,0.3681757656458056,0.12117598126661949
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,flat_1.0,F,full,8.0,0.6,1502,99,217.5977307122712,9.800638266311626,-31.56843327628444,1.240130870920919,6.892889767695247,0.3681757656458056,0.14584710529082728
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,23.0,0.6,1105,99,73.41956773090416,13.587431208607946,-11.284701632704925,1.599741008076683,6.506115103488616,0.33031674208144796,0.04358942862643341
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,18.0,0.6,1105,99,98.22871654461771,13.585042696824422,-14.247279698140872,1.5760270477354512,6.89455942648726,0.33031674208144796,0.05511588287732584
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,15.0,0.6,1105,99,122.69691048516837,13.583095802879823,-16.903773171310444,1.5545443788371582,7.258551640613174,0.33031674208144796,0.06550815792150469
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,12.0,0.6,1105,99,162.23747591509104,13.58544330777434,-20.762869990200205,1.5229751079770986,7.8138270861236885,0.33031674208144796,0.08070059620068415
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,10.0,0.6,1105,99,204.43804872202645,13.813824631962751,-24.67971197866231,1.5387661738434983,8.283648078988133,0.33031674208144796,0.09303160485700757
m12_joint_hybrid_synergy,std_B_anch,std,B_anch,canonical_P1,F,full,8.0,0.6,1105,99,214.78850435004534,13.701302040996733,-27.155061778225065,1.5236132359481755,7.909704131930153,0.33031674208144796,0.0972147958328004
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,P,full,23.0,0.3,1500,99,63.742344753663225,9.70458233218989,-11.988094341939052,1.4011997038600164,5.317137397782025,0.37066666666666664,0.05517796551618558
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,O,evaluation,23.0,0.3,788,50,12.60591869118921,4.655063524744203,-11.22588950391627,0.6878140941763966,1.1229327250006784,0.36928934010152287,0.059711628881329366
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,F,full,18.0,0.3,1500,99,84.25201623390389,9.7019002855846,-15.129056835817542,1.3757439037216024,5.568887548524507,0.37066666666666664,0.06976628376471498
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,F,full,15.0,0.3,1500,99,104.04601552630264,9.699519518554714,-17.94232821264721,1.3527207576247269,5.798913847365837,0.37066666666666664,0.0829194671972253
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,F,full,12.0,0.3,1500,99,135.1890241512537,9.696096254748571,-22.022923876793428,1.3188772553533126,6.138559298827193,0.37066666666666664,0.10218329012997518
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,F,full,10.0,0.3,1500,99,167.41636405201504,9.687724312305734,-25.9351690037265,1.2843285047697761,6.455186932769159,0.37066666666666664,0.12083206245440155
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,flat_1.0,F,full,8.0,0.3,1500,99,215.7760747788873,9.783340876039421,-31.842871313806082,1.2344429214345831,6.776275689853807,0.37066666666666664,0.14547599071902573
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,P,full,23.0,0.3,1102,99,73.13652120568479,13.673789458255632,-11.305228455903292,1.6085867994587075,6.469265215732534,0.33030852994555354,0.04315036865384393
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,O,evaluation,23.0,0.3,540,50,24.56917852980176,10.880352102125936,-8.59711187303499,1.2661093959928056,2.8578409694613223,0.32222222222222224,0.044225790627680034
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,F,full,18.0,0.3,1102,99,84.4604622410847,13.7068361360708,-13.971360054183513,1.616958274341681,6.045257005297368,0.33030852994555354,0.048319911025869126
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,F,full,15.0,0.3,1102,99,84.54954004750752,13.709411997993568,-13.976834445125618,1.6174625717726874,6.049262469227711,0.33030852994555354,0.04834954139993182
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,F,full,12.0,0.3,1102,99,84.54954004750752,13.709411997993568,-13.976834445125618,1.6174625717726874,6.049262469227711,0.33030852994555354,0.04834954139993182
m12_joint_hybrid_synergy,std_C_sqrt,std,C_sqrt,canonical_P1,F,full,10.0,0.3,1102,99,84.54954004750752,13.709411997993568,-13.976834445125618,1.6174625717726874,6.049262469227711,0.33030852994555354,0.04834954139993182
